Restaurant Name,City,Address,Locality,Locality Verbose,Cuisines,Average Cost for two,Price range,Aggregate rating,Rating text,cost type
Chilli Dragon,New Delhi,"C-2, Ground Floor, Panchsheel Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Chinese, Thai",650,2,3.3,Average,average
DCK- Dana Choga's Kitchen,New Delhi,"E-2/4, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai",800,2,3.4,Average,expensive
Divya's Rimpy Restaurant,New Delhi,"E-1/14, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese, Mughlai",800,2,3.2,Average,expensive
Express Dhaba,New Delhi,"489/55-1, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese, Mughlai",650,2,2.7,Average,average
Go Foodie,New Delhi,"L-82, Shop 2, Ground Floor, Near Gol Chakkar, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese",500,2,3.3,Average,average
Health Pan,New Delhi,"210-B, Near Syndicate Bank, Savitri Nagar, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",Healthy Food,200,1,3.4,Average,cheap
Karim's,New Delhi,"40-B, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Mughlai, North Indian",800,2,3,Average,expensive
Karuna,New Delhi,"JB-9B, Shop 5, Gupta Colony, Khiki Extension, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",South Indian,200,1,3,Average,cheap
Kathi,New Delhi,"Shop 1, 179-D, Opposite Select City Walk Mall, Khirki Village, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Fast Food, Chinese",400,1,2.8,Average,average
King Chilly Kitchen,New Delhi,"M-67-A, Malviya Nagar, New Delhi Tikona Park",Malviya Nagar,"Malviya Nagar, New Delhi","Chinese, Tibetan",400,1,3.2,Average,average
Kolhapuri Veg Non-Veg Foods,New Delhi,"JD-26, Khidki Extension, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",Maharashtrian,300,1,3.3,Average,average
Mehfil Dhaba,New Delhi,"2, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Fast Food, North Indian",300,1,3.4,Average,average
Moti Mahal Delux - Legendary Culinary,New Delhi,"489/55/2, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese",600,2,2.6,Average,average
Open Oven,New Delhi,"E-2/16, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Bakery, Desserts, Fast Food",250,1,3.4,Average,cheap
Paapi Paet,New Delhi,"E-5/1, Shop 5, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Fast Food, Beverages",550,2,3.3,Average,average
Pepper Corn Express,New Delhi,"T-540, Opposite Arya Samaj Mandir, Malviya Nagar Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese, Fast Food",800,2,3.4,Average,expensive
Pinch Of China,New Delhi,"C-2, Shop 2, Panchsheel Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",Chinese,400,1,3.2,Average,average
Pizza Hut Delivery,New Delhi,"17 & 18, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Italian, Pizza, Fast Food",800,2,2.8,Average,expensive
Punjabee's Darbar,New Delhi,"Shop 9, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese",700,2,3,Average,expensive
Ramjee's,New Delhi,"E-2/16, 1st Floor, Near Shani Mandir, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Street Food, North Indian",150,1,3.3,Average,cheap
Rollmaal,New Delhi,"Shop 9, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Fast Food, North Indian, Chinese",500,2,3.4,Average,average
Shaolin,New Delhi,"2/30, Shivalik Geetanjali Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",Chinese,800,2,3.4,Average,expensive
Subway,New Delhi,"1/3, E Block, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","American, Fast Food, Salad, Healthy Food",500,2,2.8,Average,average
The Chocolate Room,New Delhi,"B-6, Ground Floor, Shivalik, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Cafe, Italian, Mexican, Salad, Desserts",850,2,3.4,Average,expensive
The Delhi Heights,New Delhi,"2 & 3, E-6/12, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",800,2,2.8,Average,expensive
Thok (The House of Kakori),New Delhi,"Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",600,2,3.4,Average,average
Uloo,New Delhi,"JE 2, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",600,2,3.2,Average,average
Vadapav Junction & More,New Delhi,"Shop 4, Opposite Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Street Food, Fast Food",350,1,3.3,Average,average
Behrouz Biryani,New Delhi,"Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",Biryani,600,2,3.6,Good,average
Beliram Degchiwala,New Delhi,"Shop 10 & 11, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",900,2,3.5,Good,expensive
Bhukkhar,New Delhi,"T -7A, Opposite 90/14-A, Khirki Extension, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese, Mughlai",500,2,3.9,Good,average
Biryani Blues,New Delhi,"Building 2, Ground Floor, Corner Market, Maharishi Dayanand Marg, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Biryani, Hyderabadi",1000,3,3.9,Good,expensive
Bun Intended,New Delhi,"Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Burger, American, Fast Food",850,2,3.9,Good,expensive
Casa Asia,New Delhi,"Opposite Select Citywalk, J Block, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",Chinese,650,2,3.8,Good,average
Chic Fish,New Delhi,"32, Corner Market, Maharishi Dayanand Marg, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese",750,2,3.5,Good,expensive
Dunkin' Donuts,New Delhi,"C-6, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Burger, Desserts, Fast Food",600,2,3.6,Good,average
Farratta,New Delhi,"17-18, 1st Floor, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese",800,2,3.7,Good,expensive
Flavors of Chennai,New Delhi,"6, Corner Market, Near Hanuman Temple, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",South Indian,400,1,3.7,Good,average
Food For Thought,New Delhi,"14, Navjivan Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Italian",700,2,3.8,Good,expensive
FreshMenu,New Delhi,"181-C, Khirki Extension, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,2,3.7,Good,average
Giani's,New Delhi,"2, C-10, Opposite ITI, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Ice Cream, Desserts",400,1,3.7,Good,average
Gopala,New Delhi,"C31, Main Market, Near HDFC Bank, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Mithai, Street Food",250,1,3.8,Good,cheap
Green Chick Chop,New Delhi,"E 6/75, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Raw Meats, North Indian, Fast Food",350,1,3.5,Good,average
Hunger Must Die,New Delhi,"Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Italian, North Indian, Chinese, Mughlai",500,2,3.7,Good,average
Kolkata Kathi Roll,New Delhi,"3, E-2/16, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",Fast Food,150,1,3.6,Good,cheap
Max Grille and Kitchen,New Delhi,"2A, Corner Market, Near Arya Samaj Mandir, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",850,2,3.5,Good,expensive
Moti Sweets,New Delhi,"C-5, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Mithai, Street Food",100,1,3.6,Good,cheap
Nazeer Foods,New Delhi,"C-5, Ground Floor, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",650,2,3.6,Good,average
Nikashee,New Delhi,"E-1/12, Ground Floor, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Chinese, Thai",600,2,3.7,Good,average
Noodle Box,New Delhi,"B1/12, Near Apeejay School, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Chinese, Thai",700,2,3.5,Good,expensive
Pema's,New Delhi,"Shop 3, 3/31, Upper Ground Floor, Shivalik Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Chinese, Tibetan, Japanese",700,2,3.6,Good,expensive
Plumber - The Lounge,New Delhi,"10 & 11, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Thai, Chinese, North Indian",1500,3,3.9,Good,expensive
Pudding & Pie,New Delhi,"C-60, Shivalik Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Bakery, Fast Food",450,1,3.7,Good,average
RP's Restaurant,New Delhi,"50-D, Savitri Nagar, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Mughlai, North Indian, Chinese",700,2,3.5,Good,expensive
Soi Thai,New Delhi,"Shop 3, Navjivan Vihar Market, Navjivan Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Thai, Japanese",1500,3,3.6,Good,expensive
Speedy Chow,New Delhi,"9, 1st Floor, Corner Market, Maharishi Dayanand Marg, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Chinese, Thai",850,2,3.6,Good,expensive
Stoned Age Kitchen,New Delhi,"H-18/11, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",Continental,400,1,3.9,Good,average
Suribachi,New Delhi,"T-540, Panchshila Park, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Asian, North Indian, Continental",1500,3,3.5,Good,expensive
Swagath,New Delhi,"C-8, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese, Seafood, Chettinad",1500,3,3.5,Good,expensive
The Delhi Canteen,New Delhi,"30, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Continental, Asian, Chinese, Thai",1000,3,3.6,Good,expensive
The Grill Kitchen,New Delhi,"Opposite Gurudwara, L Block Road, Sector 6, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai",650,2,3.8,Good,average
The Midnight Heroes,New Delhi,"Sri Aurbindo Marg, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Biryani, Chinese, Fast Food",950,2,3.7,Good,expensive
The Salad Bowl,New Delhi,"Navjeevan Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Healthy Food, Salad",800,2,3.5,Good,expensive
Domino's Pizza,New Delhi,"C-7, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Pizza, Fast Food",700,2,2.3,Poor,expensive
Food Army,New Delhi,"T-265 C/8A, Chirag Dilli, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",450,1,2.3,Poor,average
Moti Restaurant,New Delhi,"16, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, South Indian, Chinese, Mughlai",550,2,2.4,Poor,average
New Baba Da Dhaba,New Delhi,"J1/110, Gupta Colony, Near Saini Estate, Khirki Extension, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",400,1,2,Poor,average
Tunday Kababi,New Delhi,"489, 55/4, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Lucknowi, Mughlai",600,2,2.2,Poor,average
Dilli BC,New Delhi,"B-2, Local Shopping Complex, STC/MMTC Market, Near Sri Aurobindo College, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai",700,2,4.4,Very Good,expensive
Litti.In,New Delhi,"Shop 1-A, C-10, Ground Floor, Opposite HDFC Bank, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",Bihari,300,1,4,Very Good,average
Nizam's Kathi Kabab,New Delhi,"33, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Fast Food",900,2,4,Very Good,expensive
Pepper Kitchen,New Delhi,"C 51, Ground Floor, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Cafe, American, Italian",500,2,4,Very Good,average
Rustom's Cafe & Bakery,New Delhi,"Khoj International Artists Association, S-17, Khirkee Extension, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Cafe, Bakery, Parsi",700,2,4.1,Very Good,expensive
Salad Days,New Delhi,"Shop 1&2, C51, Ground Floor, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Healthy Food, Salad",800,2,4,Very Good,expensive
Stop My Starvation,New Delhi,"C-10, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Cafe, Desserts",300,1,4.3,Very Good,average
Sushi Junction,New Delhi,"Shivalik Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Sushi, Japanese, Healthy Food",1000,3,4,Very Good,expensive
Vero Gusto,New Delhi,"C-4, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi","Cafe, Fast Food, Healthy Food",250,1,4.1,Very Good,cheap
Snack Junction,New Delhi,"Opposite FICCI Auditorium, Near Metro Station, Mandi House, New Delhi",Mandi House,"Mandi House, New Delhi",Chinese,300,1,3.2,Average,average
Turant,New Delhi,"Opposite FICCI Auditorium, Near Metro Station, Mandi House, New Delhi",Mandi House,"Mandi House, New Delhi",Chinese,300,1,3.3,Average,average
Snacks Point,New Delhi,"Mandi House Metro Station, Mandi House, New Delhi",Mandi House,"Mandi House, New Delhi",Fast Food,100,1,0,Not rated,cheap
The Sweet Spot,New Delhi,"25, Central Lane, Bengali Market, Mandi House, New Delhi",Mandi House,"Mandi House, New Delhi",Bakery,600,2,0,Not rated,average
Kafe @ Museum,New Delhi,"National Museum, Mansingh Road, New Delhi",Mansingh Road,"Mansingh Road, New Delhi","North Indian, Continental",300,1,0,Not rated,average
Friends Cafe,New Delhi,"A-36, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi",Mathura Road,"Mathura Road, New Delhi",North Indian,500,2,0,Not rated,average
Aromas of Pind,New Delhi,"A-38, Mohan Cooperative Estate, Near Sarita Vihar Metro Station, Opposite Metro Pillar 302, Mathura Road, New Delhi",Mathura Road,"Mathura Road, New Delhi","North Indian, Chinese",1200,3,4.2,Very Good,expensive
Apna Dhaba and Caters,New Delhi,"Street 2, BE-335, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",North Indian,300,1,3.2,Average,average
Green Chick Chop,New Delhi,"BE 359-A, Swargashram Road, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","Raw Meats, North Indian, Fast Food",350,1,2.7,Average,average
Jai Shree Durga South Indian Corner,New Delhi,"BE-324, Street 4, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","South Indian, Chinese",350,1,3,Average,average
Malabar Catering House,New Delhi,"C-84, Mayapuri Industrial Area, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","Biryani, Kerala",400,1,3.2,Average,average
Meenakshi Bhawan,New Delhi,"BE-334, Main Road, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","South Indian, Chinese",300,1,3.1,Average,average
New Raja Sweets,New Delhi,"A 140, Gandhi Nagar, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","Mithai, Street Food",150,1,2.9,Average,cheap
Pizza Treat,New Delhi,"A1, Main Gandhi Market, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","Pizza, Fast Food",250,1,3,Average,cheap
Pudding & Pie,New Delhi,"B-99, Mayapuri Industrial Area, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","Bakery, Fast Food",450,1,3.1,Average,average
Rita Chinese Food,New Delhi,"B 357, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",Chinese,350,1,3.1,Average,average
Vibes of Punjab,New Delhi,"C-101, Mayapuri, Main Road, Near DD Motors, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","North Indian, Mughlai, Chinese",700,2,3.2,Average,expensive
Ramji Di Hatti & Caterers,New Delhi,"BE-324, Street 4, Opposite M.I.G. Flats, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",North Indian,350,1,3.5,Good,average
Spicy Tadka,New Delhi,"BE 332, Hari Nagar Street 3, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","North Indian, Chinese",600,2,3.5,Good,average
Mr. Tandoori Lal,New Delhi,"BE-321/A, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","Chinese, North Indian",300,1,0,Not rated,average
Om Sweets & Caterers,New Delhi,"70, Hari Nagar, Near Jasrotia Hospital, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",North Indian,200,1,0,Not rated,cheap
Sardar Ji Take Away & Caterers,New Delhi,"A 148, Gandhi Market, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","North Indian, Chinese",450,1,0,Not rated,average
9 is Mine,New Delhi,"4, BSES market, Pocket 1, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",Fast Food,300,1,2.6,Average,average
Aashirwad,New Delhi,"A 1, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Chinese, North Indian",450,1,3.2,Average,average
Aggarwal Sweet & Bakers,New Delhi,"B-1/3B, New Ashok Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Mithai, Street Food",150,1,2.9,Average,cheap
Amit Hotel,New Delhi,"A 110, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",North Indian,150,1,2.9,Average,cheap
Angrezee Dhaba,New Delhi,"Mini DDA Market, Mayur Kunj, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Mughlai, Chinese",350,1,2.8,Average,average
Ankur Family Restaurant,New Delhi,"B 17/E Metro Station, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",North Indian,300,1,2.9,Average,average
Bansal Sweet,New Delhi,"A 4/1, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Desserts, Street Food",150,1,2.7,Average,cheap
Baskin Robbins,New Delhi,"G-7-9, Sikka Plaza 2, Near Ahlcon Public School, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",Ice Cream,300,1,3.1,Average,average
Caravan Resto Bar,New Delhi,"A-10, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Chinese, Mughlai",1100,3,3.2,Average,expensive
Celebration Multi Cuisine Restaurant,New Delhi,"15, Upper Ground Floor, Pratap Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Chinese",500,2,2.7,Average,average
Chatto Chapati,New Delhi,"288-B, Pocket 2, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",North Indian,250,1,3,Average,cheap
Chawla'sŒ_,New Delhi,"Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Mughlai",750,2,2.7,Average,expensive
China Town,New Delhi,"Samachar Market, DAV Complex, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",Chinese,300,1,2.7,Average,average
China Town,New Delhi,"Opposite Fine Home Apartments, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",Chinese,350,1,2.7,Average,average
Dazzle Pastry Shop,New Delhi,"P 19, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Bakery, Fast Food",150,1,2.6,Average,cheap
Delicacy Foods,New Delhi,"1, DDA Market, Pocket 4, Near Maharaja Agrasen College, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Mughlai, Chinese",650,2,3.2,Average,average
Dolphin Rolls,New Delhi,"Shop 389, B Block, New Ashok Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Fast Food, Chinese",200,1,2.9,Average,cheap
Durbar Restaurant,New Delhi,"166, Pratap Nagar, Opposite Pocket 4, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Chinese",500,2,2.7,Average,average
Ever Green Pastry Shop,New Delhi,"230, Main Market, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",Bakery,200,1,3.1,Average,cheap
Evergreen Sweets Corner,New Delhi,"A-650, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Mithai, Street Food",100,1,3,Average,cheap
